State,Company,City,Number of Workers,WARN Received Date,Effective Date,Closure/Layoff,Temporary/Permanent,Union,Region,County,Industry,Notes
California,"Tesla, Inc.",Fremont,5,07/12/2022,08/27/2022,Layoff Permanent,,,,Alameda County,,47700 Kato Road Fremont CA 94538
California,"Tesla, Inc.",Fremont,1,07/12/2022,08/27/2022,Layoff Permanent,,,,Alameda County,,45201 Fremont Blvd. Fremont CA 94538
California,"Tesla, Inc.",Fremont,2,07/12/2022,08/27/2022,Layoff Permanent,,,,Alameda County,,47400 Kato Road Fremotn CA 94538
California,"Tesla, Inc.",Fremont,41,07/12/2022,08/27/2022,Layoff Permanent,,,,Alameda County,,45500 Fremont Blvd. Fremont CA 94538
California,"Tesla, Inc.",San Mateo,229,07/11/2022,08/27/2022,Closure Permanent,,,,San Mateo County,,3055 Clearview Way San Mateo CA 94402
California,"Tesla, Inc",Fremont,"11,083",05/12/2020,04/13/2020,Layoff Temporary,,,,Alameda County,,
California,Tesla Inc.,Lathrop,156,05/12/2020,04/13/2020,Layoff Temporary,,,,San Joaquin County,,
California,"Tesla, Inc.",Fremont,964,06/17/2019,03/20/2019,Layoff Permanent,,,,Alameda County,,
California,"Tesla, Inc.",Palo Alto,84,06/17/2019,03/20/2019,Layoff Permanent,,,,Santa Clara,,
Hawaii,Tesla,Waikiki,19,03/06/2019,05/05/2019,Layoff,Permanent,,,,,
California,"Tesla, Inc.",Lathrop,141,03/01/2019,03/20/2019,Layoff Permanent,,,,San Joaquin,,
Nevada,Tesla,Las Vegas,163,01/30/2019,03/20/2019,Layoff,,,,Clark,,
Nevada,Tesla,Sparks,124,01/30/2019,03/20/2019,Layoff,,,,Storey,,
Arizona,Tesla,Phoenix,58,01/29/2019,,,,,7,,,
Utah,Tesla Energy Operations,Draper,97,10/10/2018,,,,,,,,
California,"Tesla, Inc.",Fremont,420,06/19/2018,08/14/2018,Layoff Permanent,,,,Alameda County,,
California,"Tesla, Inc.",Palo Alto,86,06/19/2018,08/14/2018,Layoff Permanent,,,,Santa Clara,,
California,"Tesla, Inc.",Roseville,63,08/30/2017,10/31/2017,Layoff Permanent,,,,Placer County,,
