State,Company,City,Number of Workers,WARN Received Date,Effective Date,Closure/Layoff,Temporary/Permanent,Union,Region,County,Industry,Notes
Texas,Dynamic Workforce Solutions- Kerville,Kerrville,7,07/31/2015,10/01/2015,,,,Alamo WDA,Kerr,,
Texas,Dynamic Workforce Solutions - Pearsal,Pearsall,2,07/31/2015,10/01/2015,,,,Alamo WDA,Frio,,
Texas,Dynamic Workforce Solutions - Pleasanton,Pleasanton,4,07/31/2015,10/01/2015,,,,Alamo WDA,Atascosa,,
Texas,Dynamic Workforce Solutions- Houston St.,San Antonio,18,07/31/2015,10/01/2015,,,,Alamo WDA,Bexar,,
Texas,Dynamic Workforce Solutions-Walzem,San Antonio,25,07/31/2015,10/01/2015,,,,Alamo WDA,Bexar,,
Texas,Dynamic Workforce Solutions - Hillcrest,San Antonio,23,07/31/2015,10/01/2015,,,,Alamo WDA,Bexar,,
Texas,Dynamic Workforce Solutions - Marbach,San Antonio,17,07/31/2015,10/01/2015,,,,Alamo WDA,Bexar,,
Texas,Dynamic Workforce Solutions - S. Flores,San Antonio,46,07/31/2015,10/01/2015,,,,Alamo WDA,Bexar,,
Texas,Dynamic Workforce Solutions - Kennedy,Kenney,1,07/31/2015,10/01/2015,,,,Alamo WDA,Austin,,
Texas,Cal Dive International-Pt. Arthur,Port Arthur,126,07/31/2015,08/31/2015,,,,South East Texas WDA,Jefferson,,
Texas,Cal Dive International,Houston,126,07/31/2015,08/31/2015,,,,Gulf Coast WDA,Harris,,
Texas,National Oilwell Varco-Willis,Willis,150,07/31/2015,08/16/2015,,,,Gulf Coast WDA,Montgomery,,
Texas,"EZCORP, Inc.",Austin,98,07/30/2015,07/29/2015,,,,Capital Area WDA,Travis,,
Texas,Silverleaf Resorts-Tyler,Tyler,33,07/30/2015,09/28/2015,,,,East Texas WDA,Smith,,
Texas,Silverleaf Resorts-Irving,Irving,83,07/30/2015,09/28/2015,,,,Dallas County WDA,Dallas,,
Texas,Silvereaf Resorts- Holly Lake Ranch,Hawkins,18,07/30/2015,09/28/2015,,,,East Texas WDA,Wood,,
Texas,Silverleaf Resorts-Pantego,Pantego,120,07/30/2015,09/28/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Maxim Integrated Products-Lone Star Office,Dallas,27,07/24/2015,09/25/2015,,,,Dallas County WDA,Dallas,,
Texas,The Tatitlek Corp.-Tatilek Traning Services,Fort Bliss,64,07/22/2015,09/30/2015,,,,Upper Rio Grande WDA,El Paso,,
Texas,HOWCO,Yorktown,17,07/21/2015,07/20/2015,,,,Golden Crescent WDA,Dewitt,,
Texas,Flextronics-Waco,Plano,168,07/20/2015,10/01/2015,,,,North Central Texas WDA,Collin,,
Texas,"TimkenSteel Matrial Services, LLC",Houston,39,07/20/2015,07/21/2015,,,,Gulf Coast WDA,Harris,,
Texas,Sun Products Corporation,Pasadena,113,07/17/2015,09/12/2015,,,,Gulf Coast WDA,Harris,,
Texas,NCS Pearson,Austin,140,07/16/2015,09/16/2015,,,,Capital Area WDA,Travis,,
Texas,First Transit-Austin,Austin,342,07/13/2015,10/01/2015,,,,Capital Area WDA,Travis,,
Texas,Baylor Medical Center - Our Children's House at Baylor - Dallas,Dallas,181,07/08/2015,09/08/2015,,,,Dallas County WDA,Dallas,,
Texas,Noble Energy-Rosetta Resources Inc.,Houston,306,07/07/2015,07/20/2015,,,,Gulf Coast WDA,Harris,,
Texas,"Wedge Energy Services, LLC",Joshua,46,07/02/2015,09/04/2015,,,,North Central Texas WDA,Johnson,,
Texas,University of TX-Pan American,Edinburg,"2,424",07/01/2015,08/31/2015,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,University of TX-Pan American-S. Padre Island,S Padre Island,345,07/01/2015,08/31/2015,,,,Cameron County WDA,Cameron,,
Texas,University of TX-Pan American-Rio Grande City,Rio Grande City,345,07/01/2015,08/31/2015,,,,South Texas WDA,Starr,,
Texas,University of TX-Pan American-McAllen,McAllen,345,07/01/2015,08/31/2015,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,Xerox Commercial Solutions - Wichita Falls,Wichita Falls,257,06/30/2015,08/28/2015,,,,North Texas WDA,Wichita,,
Texas,Christus Health Southeast TX,Port Arthur,162,06/30/2015,09/01/2015,,,,South East Texas WDA,Jefferson,,
Texas,University of Texas at Brownsville (UTB),Brownsville,"1,141",06/29/2015,08/31/2015,,,,Cameron County WDA,Cameron,,
Texas,"Marvell Semiconductor, Inc.-Austin Design Center",Austin,52,06/26/2015,08/25/2015,,,,Capital Area WDA,Travis,,
Texas,Avnet,Coppell,68,06/24/2015,08/24/2015,,,,Dallas County WDA,Dallas,,
Texas,Boeing Company,Houston,3,06/24/2015,08/21/2015,,,,Gulf Coast WDA,Harris,,
Texas,Sears Holdings Unit 2507 & 6644,McAllen,132,06/19/2015,11/01/2015,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,APM Terminals,La Porte,109,06/16/2015,07/24/2015,,,,Gulf Coast WDA,Harris,,
Texas,Containment Solutions Inc.,Conroe,62,06/15/2015,09/01/2015,,,,Gulf Coast WDA,Montgomery,,
Texas,CDI HS-Woodsboro,Woodsboro,8,06/10/2015,07/31/2015,,,,Coastal Bend WDA,Refugio,,
Texas,CDI HS-Skidmore,Skidmore,8,06/10/2015,07/31/2015,,,,Coastal Bend WDA,Bee,,
Texas,CDI HS-Beeville2,Beeville,8,06/10/2015,07/31/2015,,,,Gulf Coast WDA,Bee,,
Texas,CDI HS-Refugio,Refugio,8,06/10/2015,07/31/2015,,,,Coastal Bend WDA,Refugio,,
Texas,CDI HS-George West,George West,8,06/10/2015,07/31/2015,,,,Coastal Bend WDA,Live Oak,,
Texas,CDI HS-Goliad,Goliad,9,06/10/2015,07/31/2015,,,,Golden Crescent WDA,Goliad,,
Texas,CDI HS-Beeville,Beeville,9,06/10/2015,07/31/2015,,,,Gulf Coast WDA,Bee,,
Texas,Goldstar Transit,Manor,69,06/04/2015,07/31/2015,,,,Capital Area WDA,Travis,,
Texas,PM Realty Group LP (PMRG)-Smith,Houston,21,06/03/2015,07/31/2015,,,,Dallas County WDA,Harris,,
Texas,PM Realty Group LP (PMRG) Smith St,Houston,5,06/03/2015,07/31/2015,,,,Gulf Coast WDA,Harris,,
Texas,PM Realty Group LP (PMRG),Houston,26,06/03/2015,07/31/2015,,,,Gulf Coast WDA,Harris,,
Texas,Speedy Stop Food Stores,Victoria,84,06/02/2015,07/31/2015,,,,Golden Crescent WDA,Victoria,,
Texas,Aramark-Allen,Allen,114,06/01/2015,06/30/2015,,,,North Central Texas WDA,Collin,,
Texas,Horizon Lines Inc.,Irving,114,06/01/2015,07/31/2015,,,,Dallas County WDA,Dallas,,
Texas,"Shamrock Precision Operations, LLC",Houston,41,05/27/2015,05/31/2015,,,,Gulf Coast WDA,Harris,,
Texas,"Magnum Precision Operations, LLC",Houston,83,05/27/2015,05/31/2015,,,,Gulf Coast WDA,Harris,,
Texas,"Axion Services, LLC",Houston,14,05/27/2015,05/31/2015,,,,Gulf Coast WDA,Harris,,
Texas,Ocwen Financial Corp.-Litton Loan Servicing (LLS) LP,Houston,141,05/27/2015,07/31/2015,,,,Gulf Coast WDA,Harris,,
Texas,ThermoFisher Scientific-Sugarland,Sugar Land,52,05/27/2015,05/31/2015,,,,Gulf Coast WDA,Fort Bend,,
Texas,Boeing Company,Houston,8,05/27/2015,07/24/2015,,,,Gulf Coast WDA,Harris,,
Texas,Hodges Trucking,Alvarado,67,05/26/2015,07/25/2015,,,,North Central Texas WDA,Johnson,,
Texas,GDC Technics,San Antonio,162,05/26/2015,07/31/2015,,,,Alamo WDA,Bexar,,
Texas,Gulf Marine Fabricators - Aransas Pass,Aransas Pass,554,05/18/2015,07/20/2015,,,,Coastal Bend WDA,San Patricio,,
Texas,"Blue Bell Creameries, L.P.",Brenham,341,05/18/2015,05/29/2015,,,,Brazos Valley WDA,Washington,,
Texas,Albertsons #2587,Arlington,45,05/15/2015,06/20/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Ryder-Haltom City,Haltom City,95,05/15/2015,05/15/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Access Mediquip,Houston,40,05/15/2015,05/01/2015,,,,Gulf Coast WDA,Harris,,
Texas,"TIC Energy & Chemical, Inc-(TEC) -Freeport",Freeport,500,05/14/2015,05/31/2015,,,,Gulf Coast WDA,Brazoria,,
Texas,"Danbury Aerospace, Inc. (DAI)",San Antonio,106,05/13/2015,07/06/2015,,,,Alamo WDA,Bexar,,
Texas,Select Medical Corp.,Houston,222,05/12/2015,07/03/2015,,,,Gulf Coast WDA,Harris,,
Texas,"Capital One Services, Inc.",Irving,299,05/07/2015,07/04/2015,,,,Dallas County WDA,Dallas,,
Texas,Child Care Associates,Ft. Worth,75,05/05/2015,07/04/2015,,,,Tarrant County WDA,Tarrant,,
Texas,HOWCO,Yorktown,32,05/05/2015,04/28/2015,,,,Golden Crescent WDA,Dewitt,,
Texas,Valmont Brenham,Brenham,173,05/04/2015,07/04/2015,,,,Brazos Valley WDA,Washington,,
Texas,Whole Foods Market-Houston,Houston,100,05/01/2015,07/03/2015,,,,Gulf Coast WDA,Harris,,
Texas,Celebrating Home,Marshall,80,05/01/2015,07/31/2015,,,,East Texas WDA,Harrison,,
Texas,Austin American Statesman,Austin,103,05/01/2015,07/13/2015,,,,Capital Area WDA,Travis,,
Texas,Aramark-Texarkana,Texarkana,105,04/29/2015,06/30/2015,,,,North East Texas WDA,Bowie,,
Texas,Aramark-Atlanta,Atlanta,5,04/29/2015,06/30/2015,,,,North East Texas WDA,Cass,,
Texas,Bell Helicopter-S Norwood,Hurst,538,04/28/2015,07/03/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Bell Helicopter-Bell Helicopter Blvd.,Ft. Worth,35,04/28/2015,07/03/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Bell Helicopter-High River Rd.,Ft. Worth,35,04/28/2015,07/03/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Bell Helicopter-Arlington,Arlington,35,04/28/2015,07/03/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Bell Helicopter-Aviator Way,Ft. Worth,35,04/28/2015,07/03/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Bell Helicopter-Highway 360,Grand Prairie,35,04/28/2015,07/03/2015,,,,Tarrant County WDA,Tarrant,,
Texas,CB&I Stone & Webster,Glen Rose,322,04/27/2015,05/31/2015,,,,North Central Texas WDA,Somervell,,
Texas,Baker Hughes-Alice2,Alice,27,04/23/2015,04/23/2015,,,,Coastal Bend WDA,Jim Wells,,
Texas,"Breg, Inc.",Grand Prairie,133,04/23/2015,08/14/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Hudson Group,Houston,79,04/23/2015,06/22/2015,,,,Gulf Coast WDA,Harris,,
Texas,Express Scripts-N. Riverside,Ft. Worth,227,04/22/2015,06/21/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Express Scripts-N. Riverside,Ft. Worth,227,04/22/2015,06/21/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Halliburton-Interwood,Houston,134,04/22/2015,04/20/2015,,,,Gulf Coast WDA,Harris,,
Texas,Delaware N Co. Travel Hosp. Svcs. Inc.-Houston,Houston,333,04/22/2015,06/30/2015,,,,Gulf Coast WDA,Harris,,
Texas,Halliburton-Ft. Stockton,Fort Stockton,93,04/21/2015,04/20/2015,,,,Permian Basin WDA,Pecos,,
Texas,Halliburton-Brownfield,Brownfield,99,04/21/2015,04/20/2015,,,,South Plains WDA,Terry,,
Texas,Boeing Company,Houston,1,04/21/2015,06/19/2015,,,,Gulf Coast WDA,Harris,,
Texas,Maxum Petroleum Operating Company dba Pilot Thomas Logistics,Robstown,60,04/20/2015,06/22/2015,,,,Coastal Bend WDA,Nueces,,
Texas,"US Steel Oilwell Services, LLC",Houston,200,04/17/2015,06/17/2015,,,,Gulf Coast WDA,Harris,,
Texas,Walmart-Midland,Midland,456,04/15/2015,04/13/2015,,,,Permian Basin WDA,Midland,,
Texas,Walmart - Livingston,Livingston,420,04/14/2015,04/13/2015,,,,Deep East Texas WDA,Polk,,
Texas,Office Max - Garland,Garland,72,04/14/2015,06/12/2015,,,,Dallas County WDA,Dallas,,
Texas,Android Industires-East Randoll Mill,Arlington,40,04/09/2015,06/13/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Eisai Inc.,Irving,51,04/09/2015,06/09/2015,,,,Dallas County WDA,Dallas,,
Texas,Android Industries-Pioneer Pkwy,Arlington,49,04/09/2015,06/13/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Android Industries-E Pioneer Pkwy,Arlington,100,04/09/2015,06/13/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Android Industries,Arlington,400,04/09/2015,06/13/2015,,,,Tarrant County WDA,Tarrant,,
Texas,FTS International,Bryan,194,04/08/2015,04/08/2015,,,,Brazos Valley WDA,Brazos,,
Texas,Durham School Services-Lewisville,Lewisville,358,04/08/2015,06/08/2015,,,,North Central Texas WDA,Denton,,
Texas,Durham School Services-Burleson,Burleson,124,04/08/2015,06/08/2015,,,,North Central Texas WDA,Johnson,,
Texas,"Lufkin Industries, (GE Oil & Gas)",Lufkin,149,04/07/2015,03/26/2015,,,,Deep East Texas WDA,Angelina,,
Texas,"Seadrill Americas, Inc.",Houston,159,03/30/2015,04/01/2015,,,,Gulf Coast WDA,Harris,,
Texas,AF Global Corporation,Houston,89,03/27/2015,05/18/2015,,,,Gulf Coast WDA,Harris,,
Texas,LabCorp-Dallas,Dallas,56,03/26/2015,09/25/2015,,,,Dallas County WDA,Dallas,,
Texas,East Texas Medical Center-Crockett,Crockett,120,03/24/2015,05/31/2015,,,,Deep East Texas WDA,Houston,,
Texas,Tenaris dba Texas ARAI-Maverick Tube Corp.,Houston,133,03/24/2015,05/23/2015,,,,Gulf Coast WDA,Fort Bend,,
Texas,Halliburton Energy Services-Alice,Alice,60,03/23/2015,03/19/2015,,,,Coastal Bend WDA,Jim Wells,,
Texas,Boeing Company,Houston,9,03/23/2015,05/25/2015,,,,Gulf Coast WDA,Harris,,
Texas,Justin Brands,Ft. Worth,68,03/17/2015,05/15/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Trican Well Service,Odessa,137,03/17/2015,03/20/2015,,,,Permian Basin WDA,Ector,,
Texas,Hewlett Packard - Houston2,Houston,77,03/13/2015,01/23/2015,,,,Gulf Coast WDA,Harris,,
Texas,Softcard,Dallas,121,03/06/2015,05/08/2015,,,,Dallas County WDA,Dallas,,
Texas,Sprint-Irving3,Irving,68,03/06/2015,03/05/2015,,,,Dallas County WDA,Dallas,,
Texas,"Oilfield Trucking Solutions, a subsidiary of Seventy Seven Energy, Inc.",Pearsall,93,03/04/2015,04/05/2015,,,,Alamo WDA,Frio,,
Texas,"Ultra Premium Oilfield, LTD",Odessa,78,03/03/2015,05/01/2015,,,,Permian Basin WDA,Ector,,
Texas,Management & Training Corp. (MTC)-Willacy Proc Ctr,Raymondville,337,03/02/2015,02/27/2015,,,,Lower Rio Grande Valley WDA,Willacy,,
Texas,SER Jobs for Progress-Administrative Office,San Antonio,,02/26/2015,02/28/2015,,,,Alamo WDA,Bexar,,
Texas,Baker Hughes-Snyder,Snyder,133,02/25/2015,02/03/2015,,,,West Central WDA,Scurry,,
Texas,Boeing Company,Houston,7,02/25/2015,04/24/2015,,,,Gulf Coast WDA,Harris,,
Texas,Convergys Customer Management Group Inc.-Pharr,Pharr,281,02/24/2015,04/30/2015,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,Baker Hughes-Kilgore,Kilgore,58,02/24/2015,02/02/2015,,,,East Texas WDA,Gregg,,
Texas,"Advanced Stimulation Technologies, Inc.",Midland,69,02/23/2015,02/11/2015,,,,Permian Basin WDA,Midland,,
Texas,Maverick Tube Corporation d/b/a Tenaris Conroe,Conroe,236,02/23/2015,04/24/2015,,,,Gulf Coast WDA,Montgomery,,
Texas,Amega West,Tyler,58,02/20/2015,04/21/2015,,,,East Texas WDA,Smith,,
Texas,US Steel Tubular Products - Hughes Springs,Hughes Springs,63,02/20/2015,04/26/2015,,,,North East Texas WDA,Cass,,
Texas,Bank of America-Plano2,Plano,22,02/18/2015,04/13/2015,,,,North Central Texas WDA,Collin,,
Texas,Bank of America - Addison,Addison,71,02/18/2015,04/13/2015,,,,Dallas County WDA,Dallas,,
Texas,Bank of America - Plano,Plano,23,02/17/2015,04/15/2015,,,,North Central Texas WDA,Collin,,
Texas,Hamilton Scientific,Round Rock,67,02/17/2015,03/06/2015,,,,Rural Capital WDA,Williamson,,
Texas,"Acme Energy Services, Inc. dba Big Dog Drilling",Midland,31,02/17/2015,04/17/2015,,,,Permian Basin WDA,Midland,,
Texas,Baker Hughes-Alice,Alice,51,02/09/2015,02/09/2015,,,,Coastal Bend WDA,Jim Wells,,
Texas,JELD-WEN -Temple,Temple,69,02/06/2015,03/31/2015,,,,Central Texas WDA,Bell,,
Texas,"Aramark Sports and Entertainment Services of TX, LLC",Houston,77,02/05/2015,02/28/2015,,,,Gulf Coast WDA,Harris,,
Texas,Apex Tool Group,Garland,261,02/05/2015,04/06/2015,,,,Dallas County WDA,Dallas,,
Texas,Boeing Company,Houston,2,02/05/2015,04/03/2015,,,,Gulf Coast WDA,Harris,,
Texas,Baker Hughes-Mineral Wells,Mineral Wells,110,02/05/2015,02/05/2015,,,,North Central Texas WDA,Palo Pinto,,
Texas,Radio Shack Corporation,Ft. Worth,683,02/04/2015,03/13/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Radio Shack Support Facilities & Distribution Center,Ft. Worth,344,02/04/2015,03/13/2015,,,,Tarrant County WDA,Tarrant,,
Texas,"Sentry Supply Inc.,dba Superior Supply Inc.",Carrizo Springs,4,02/02/2015,02/28/2015,,,,Middle Rio Grande WDA,Dimmit,,
Texas,Convergys Contact Center,Jacksonville,78,01/30/2015,04/02/2015,,,,East Texas WDA,Cherokee,,
Texas,Lariat Services - Odessa,Odessa,26,01/30/2015,03/29/2015,,,,Permian Basin WDA,Ector,,
Texas,"Sandridge Energy, Inc.",Odessa,25,01/30/2015,03/29/2015,,,,Permian Basin WDA,Ector,,
Texas,Office Max - Garland,Garland,58,01/29/2015,03/30/2015,,,,Dallas County WDA,Dallas,,
Texas,"Lufkin Industries, Inc. (GE Oil & Gas)",Lufkin,330,01/29/2015,03/26/2015,,,,Deep East Texas WDA,Angelina,,
Texas,"Trican Well Service, L.P.",Longview,125,01/29/2015,03/29/2015,,,,East Texas WDA,Gregg,,
Texas,US Steel Tubular Products- Lone Star,Lone Star,318,01/27/2015,02/01/2015,,,,North East Texas WDA,Morris,,
Texas,Laredo Petroleum,Farmers Branch,36,01/20/2015,01/20/2015,,,,Dallas County WDA,Dallas,,
Texas,Boeing Company,Houston,3,01/20/2015,03/20/2015,,,,Gulf Coast WDA,Harris,,
Texas,Engineered Polymer Solutions-Garland2,Garland,23,01/15/2015,05/22/2015,,,,Dallas County WDA,Dallas,,
Texas,PCI Manufacturing LLC,Sulphur Springs,0,01/15/2015,01/15/2015,,,,North East Texas WDA,Hopkins,,
Texas,Engineered Polymer Solutions-Garland,Garland,31,01/15/2015,03/17/2015,,,,Dallas County WDA,Dallas,,
Texas,Sendero Drilling,San Angelo,30,01/14/2015,09/01/2015,,,,Concho Valley WDA,Tom Green,,
Texas,US Steel Tubular Products - Houston2,Houston,142,01/06/2015,03/08/2015,,,,Gulf Coast WDA,Harris,,
Texas,HighMount Exploration & Production LLC,Houston,11,01/05/2015,12/01/2014,,,,Gulf Coast WDA,Harris,,
Texas,"Schenker, Inc.",El Paso,18,12/30/2014,03/02/2015,,,,Upper Rio Grande WDA,El Paso,,
Texas,Boeing Company,Houston,1,12/22/2014,02/20/2015,,,,Gulf Coast WDA,Harris,,
Texas,Sears Holdings-Unit 45446,Dallas,77,12/22/2014,12/17/2015,,,,Dallas County WDA,Dallas,,
Texas,WFF Facility Services,San Marcos,72,12/18/2014,01/11/2015,,,,Rural Capital WDA,Hays,,
Texas,"21CT, Inc.",Austin,65,12/18/2014,12/31/2014,,,,Capital Area WDA,Travis,,
Texas,Uti Intregrated Logistics-Lancaster,Lancaster,75,12/08/2014,02/01/2015,,,,Dallas County WDA,Dallas,,
Texas,East Texas Medical Center,Mt Vernon,8,11/25/2014,01/31/2015,,,,North East Texas WDA,Franklin,,
Texas,Boeing Company,Houston,6,11/24/2014,11/23/2015,,,,Gulf Coast WDA,Harris,,
Texas,Hewlett Packard - Houston2,Houston,66,11/21/2014,10/24/2014,,,,Gulf Coast WDA,Harris,,
Texas,"Telect, Inc.-Plano",Plano,116,11/11/2014,01/11/2015,,,,North Central Texas WDA,Collin,,
Texas,"Penncro Associates, Inc-Bryan",Bryan,237,11/10/2014,11/28/2014,,,,Brazos Valley WDA,Brazos,,
Texas,American Cotton Growers,Littlefield,340,11/10/2014,01/06/2015,,,,South Plains WDA,Lamb,,
Texas,Boeing Company,Houston,1,11/06/2014,01/01/2015,,,,Gulf Coast WDA,Harris,,
Texas,BAE Systems Technology Solutions & Services,Ft. Worth,203,11/06/2014,11/06/2014,,,,Tarrant County WDA,Tarrant,,
Texas,HighMount Exploration & Production LLC,Houston,19,11/03/2014,12/01/2014,,,,Gulf Coast WDA,Harris,,
Texas,Uti Integrated Logistics-Dallas,Dallas,371,10/30/2014,11/10/2014,,,,Dallas County WDA,Dallas,,
Texas,Capital One,Houston,111,10/30/2014,01/02/2015,,,,Gulf Coast WDA,Harris,,
Texas,Hercules Offshore,Houston,36,10/30/2014,12/31/2014,,,,Gulf Coast WDA,Harris,,
Texas,East Texas Medical Center,Mt Vernon,58,10/30/2014,12/31/2014,,,,North East Texas WDA,Franklin,,
Texas,East Texas Medical Center-Clarksville,Clarksville,82,10/29/2014,12/31/2014,,,,North East Texas WDA,Red River,,
Texas,"PESystems, Inc.",San Antonio,67,10/17/2014,12/17/2014,,,,Alamo WDA,Bexar,,
Texas,GAF,Dallas,40,10/17/2014,12/19/2014,,,,Dallas County WDA,Dallas,,
Texas,Pexco-Houston,Houston,40,10/17/2014,12/08/2014,,,,Gulf Coast WDA,Harris,,
Texas,Conduit Global-Operator Service Co. LLC DBA,Lubbock,136,10/16/2014,12/15/2014,,,,South Plains WDA,Lubbock,,
Texas,Boeing Company,Houston,14,10/14/2014,12/12/2014,,,,Gulf Coast WDA,Harris,,
Texas,Bank of America - Addison,Addison,75,10/10/2014,12/07/2014,,,,Dallas County WDA,Dallas,,
Texas,Bank of America - Plano,Plano,93,10/06/2014,11/07/2014,,,,North Central Texas WDA,Collin,,
Texas,Bank of America-Plano2,Plano,94,10/06/2014,11/07/2014,,,,North Central Texas WDA,Collin,,
Texas,Spring Branch Healthcare Center,Houston,80,10/06/2014,12/05/2014,,,,Gulf Coast WDA,Harris,,
Texas,HighMount Exploration & Production LLC,Houston,11,09/30/2014,11/10/2014,,,,Gulf Coast WDA,Harris,,
Texas,Bank of America - Fort Worth,Ft. Worth,50,09/25/2014,11/17/2014,,,,Tarrant County WDA,Tarrant,,
Texas,Boeing Company,Houston,34,09/22/2014,11/21/2014,,,,Gulf Coast WDA,Harris,,
Texas,Abbott Vascular,Webster,52,09/17/2014,09/14/2014,,,,Gulf Coast WDA,Harris,,
Texas,Menzies Aviation,Houston,324,09/16/2014,11/30/2014,,,,Gulf Coast WDA,Harris,,
Texas,"Houston Regional Sports Network, L.P.",Houston,141,09/16/2014,10/17/2014,,,,Gulf Coast WDA,Harris,,
Texas,HighMount Exploration & Production LLC,Houston,35,09/09/2014,10/24/2014,,,,Gulf Coast WDA,Harris,,
Texas,ImageAPI,Midland,92,09/04/2014,11/03/2014,,,,Permian Basin WDA,Midland,,
Texas,Fluor Federal Solutions LLC,McKinney,79,09/04/2014,10/31/2014,,,,North Central Texas WDA,Collin,,
Texas,"Leo's Foods, Inc.",Ft. Worth,87,09/03/2014,10/10/2014,,,,Tarrant County WDA,Tarrant,,
Texas,Maximus-Midland,Midland,319,09/03/2014,11/14/2014,,,,Permian Basin WDA,Midland,,
Texas,East Texas Medical Center-Gilmore,Gilmer,36,09/02/2014,10/31/2014,,,,East Texas WDA,Upshur,,
Texas,North Texas Job Corps Center,McKinney,240,09/02/2014,10/31/2014,,,,North Central Texas WDA,Collin,,
Texas,Riverstone Residential Group,Dallas,101,08/27/2014,10/31/2014,,,,Dallas County WDA,Dallas,,
Texas,Boeing Company,Houston,3,08/25/2014,10/24/2014,,,,Gulf Coast WDA,Harris,,
Texas,Taylor Made Golf Co.- Adams Golf,Plano,138,08/13/2014,10/15/2014,,,,North Central Texas WDA,Collin,,
Texas,Saddle Creek Logistics Services,Lancaster,89,08/11/2014,10/11/2014,,,,Dallas County WDA,Dallas,,
Texas,Day & Zimmermann,Texarkana,90,08/11/2014,10/15/2014,,,,North East Texas WDA,Bowie,,
Texas,"Springleaf Financial, Inc.-Dallas Service Center",Irving,114,08/08/2014,10/05/2014,,,,Dallas County WDA,Dallas,,
Texas,L & H Packing Company,San Antonio,325,08/07/2014,08/15/2014,,,,Alamo WDA,Bexar,,
Texas,Xerox Business Services-Houston,Houston,468,08/07/2014,09/30/2014,,,,Gulf Coast WDA,Harris,,
Texas,Launch Ability,Dallas,95,08/05/2014,09/01/2014,,,,Dallas County WDA,Dallas,,
Texas,Bank of America - InfoMart,Dallas,51,08/04/2014,09/30/2014,,,,Dallas County WDA,Dallas,,
Texas,Sprint-Ft Worth,Ft. Worth,78,08/04/2014,07/31/2014,,,,Tarrant County WDA,Tarrant,,
Texas,Ceva Logistics-Lewisville,Lewisville,189,08/01/2014,12/31/2014,,,,North Central Texas WDA,Denton,,
Texas,Coworx Staffing Services,Ft. Worth,95,07/30/2014,12/31/2014,,,,Tarrant County WDA,Tarrant,,
Texas,"Professional Transportation, Inc.",Beaumont,,07/28/2014,10/01/2014,,,,South East Texas WDA,Jefferson,,
Texas,Johns Manville,Cleburne,90,07/23/2014,09/23/2014,,,,North Central Texas WDA,Johnson,,
Texas,Boeing Company,Houston,3,07/22/2014,09/19/2014,,,,Gulf Coast WDA,Harris,,
Texas,Anthem College,Irving,30,07/18/2014,09/15/2014,,,,Dallas County WDA,Dallas,,
Texas,Valmont Newark,Mansfield,90,07/14/2014,09/09/2014,,,,Tarrant County WDA,Tarrant,,
Texas,"United Space Alliance, LLC",Houston,13,07/11/2014,10/01/2014,,,,Gulf Coast WDA,Harris,,
Texas,"United Space Alliance, LLC (JSC) - Houston2",Houston,502,07/11/2014,10/01/2014,,,,Gulf Coast WDA,Harris,,
Texas,"Conduit Global-kgb USA, Inc.",San Antonio,225,07/10/2014,08/31/2014,,,,Alamo WDA,Bexar,,
Texas,Travelocity-,San Antonio,85,07/01/2014,08/31/2014,,,,Alamo WDA,Bexar,,
Texas,Pactiv Food Service/food Packaging,Dallas,66,06/30/2014,08/29/2014,,,,Dallas County WDA,Dallas,,
Texas,"Red Ventures, LLC",San Antonio,92,06/26/2014,09/19/2014,,,,Alamo WDA,Bexar,,
Texas,ThermoFisher Scientific,Austin,115,06/24/2014,09/26/2014,,,,Capital Area WDA,Travis,,
Texas,Sitel-San Angelo,San Angelo,378,06/24/2014,08/23/2014,,,,Concho Valley WDA,Tom Green,,
Texas,Boeing Company,Houston,189,06/23/2014,08/22/2014,,,,Gulf Coast WDA,Harris,,
Texas,American Commercial College-Lubbock,Lubbock,5,06/11/2014,06/11/2014,,,,South Plains WDA,Lubbock,,
Texas,American Commercial College-Odessa,Odessa,11,06/11/2014,06/11/2014,,,,Permian Basin WDA,Ector,,
Texas,American Commercial College-Wichita Falls,Wichita Falls,16,06/11/2014,06/11/2014,,,,North Texas WDA,Wichita,,
